Subject,Predicate,Object
Electra,HAS_GENRE,Thriller
DC Showcase: Catwoman,HAS_GENRE,Action
DC Showcase: Catwoman,HAS_GENRE,Animation
DC Showcase: Catwoman,HAS_GENRE,Crime
DC Showcase: Catwoman,HAS_CAST,Eliza Dushku
The Echo,HAS_GENRE,Horror
The Echo,HAS_GENRE,Thriller
The Echo,HAS_GENRE,Drama
The Echo,HAS_GENRE,Mystery
Benji: Off the Leash!,HAS_GENRE,Drama
Benji: Off the Leash!,HAS_GENRE,Family
The Great Gatsby,HAS_GENRE,Drama
The Great Gatsby,HAS_GENRE,Romance
The Great Gatsby,HAS_CAST,Leonardo DiCaprio
The Great Gatsby,HAS_CAST,Tobey Maguire
Two for the Road,HAS_GENRE,Comedy
Two for the Road,HAS_GENRE,Drama
Two for the Road,HAS_GENRE,Romance
Two for the Road,HAS_CAST,Audrey Hepburn
Paris When It Sizzles,HAS_GENRE,Romance
Paris When It Sizzles,HAS_GENRE,Comedy
Paris When It Sizzles,HAS_CAST,Audrey Hepburn
Alex & Emma,HAS_GENRE,Comedy
Alex & Emma,HAS_GENRE,Romance
Alex & Emma,HAS_CAST,Luke Wilson
Alex & Emma,HAS_CAST,Kate Hudson
The Belko Experiment,HAS_GENRE,Horror
The Belko Experiment,HAS_GENRE,Thriller
Deadroom,HAS_GENRE,Drama
Battlestar Galactica: Razor,HAS_GENRE,Science Fiction
Battlestar Galactica: Razor,HAS_GENRE,Action
Battlestar Galactica: Razor,HAS_GENRE,Drama
Battlestar Galactica: Razor,HAS_GENRE,Thriller
Battlestar Galactica: Razor,HAS_GENRE,TV Movie
Countryman,HAS_GENRE,Drama
Man of the West,HAS_GENRE,Western
Man of the West,HAS_CAST,Gary Cooper
Bichhoo,HAS_GENRE,Action
Bichhoo,HAS_GENRE,Crime
Bichhoo,HAS_GENRE,Thriller
Hidalgo,HAS_GENRE,Western
Hidalgo,HAS_GENRE,Adventure
Hidalgo,HAS_GENRE,Action
Secretariat,HAS_GENRE,Drama
Secretariat,HAS_CAST,Diane Lane
Black Stallion,HAS_GENRE,Action
Black Stallion,HAS_GENRE,Drama
Out of Africa,HAS_GENRE,History
Out of Africa,HAS_GENRE,Romance
Out of Africa,HAS_GENRE,Drama
Out of Africa,HAS_CAST,Robert Redford
Out of Africa,HAS_CAST,Meryl Streep
"Fat, Sick and Nearly Dead",HAS_GENRE,Documentary
Casting JonBenet,HAS_GENRE,Documentary
Casting JonBenet,HAS_GENRE,Crime
The Horse Whisperer,HAS_GENRE,Adventure
The Horse Whisperer,HAS_GENRE,Drama
The Horse Whisperer,HAS_GENRE,Romance
The Horse Whisperer,HAS_CAST,Robert Redford
The Horse Whisperer,HAS_CAST,Sam Neill
The Horse Whisperer,HAS_CAST,Scarlett Johansson
The Horse Whisperer,HAS_DIRECTOR,Robert Redford
The Marine,HAS_GENRE,Action
The Marine,HAS_CAST,John Cena
The Wall,HAS_GENRE,War
The Wall,HAS_GENRE,Thriller
The Wall,HAS_GENRE,Drama
The Wall,HAS_CAST,John Cena
12 Rounds,HAS_GENRE,Action
12 Rounds,HAS_GENRE,Thriller
12 Rounds,HAS_GENRE,Crime
12 Rounds,HAS_CAST,John Cena
Legendary,HAS_GENRE,Drama
Legendary,HAS_CAST,Patricia Clarkson
Legendary,HAS_CAST,John Cena
Legendary,HAS_CAST,Danny Glover
Never Back Down 2: The Beatdown,HAS_GENRE,Drama
Never Back Down 2: The Beatdown,HAS_GENRE,Action
Gigli,HAS_GENRE,Comedy
Gigli,HAS_GENRE,Crime
Gigli,HAS_GENRE,Drama
Gigli,HAS_GENRE,Romance
Gigli,HAS_CAST,Ben Affleck
Gigli,HAS_CAST,Jennifer Lopez
Gigli,HAS_CAST,Justin Bartha
The 13th Floor,HAS_GENRE,Horror
The Man in the Iron Mask,HAS_GENRE,Adventure
The Man in the Iron Mask,HAS_GENRE,Action
The Man in the Iron Mask,HAS_GENRE,Drama
The Man in the Iron Mask,HAS_CAST,Leonardo DiCaprio
The Man in the Iron Mask,HAS_CAST,Gabriel Byrne
The Man in the Iron Mask,HAS_CAST,Jeremy Irons
Catching Faith,HAS_GENRE,Drama
Catching Faith,HAS_GENRE,Family
Alice in Wondertown,HAS_GENRE,Comedy
Alice in Wondertown,HAS_GENRE,Drama
Henry IV,HAS_GENRE,History
Henry IV,HAS_GENRE,Drama
Henry IV,HAS_GENRE,Comedy
Beer for My Horses,HAS_GENRE,Action
Beer for My Horses,HAS_GENRE,Comedy
Sophie Scholl – The Final Days,HAS_GENRE,Drama
Sophie Scholl – The Final Days,HAS_GENRE,History
Ice Age: Dawn of the Dinosaurs,HAS_GENRE,Animation
Ice Age: Dawn of the Dinosaurs,HAS_GENRE,Comedy
Ice Age: Dawn of the Dinosaurs,HAS_GENRE,Family
Ice Age: Dawn of the Dinosaurs,HAS_GENRE,Adventure
Ice Age: Dawn of the Dinosaurs,HAS_CAST,Ray Romano
Ice Age: Dawn of the Dinosaurs,HAS_CAST,Queen Latifah
Ice Age: Dawn of the Dinosaurs,HAS_CAST,Simon Pegg
Titanic,HAS_GENRE,Drama
Titanic,HAS_GENRE,Romance
Titanic,HAS_CAST,Leonardo DiCaprio
Titanic,HAS_CAST,Kate Winslet
Titanic,HAS_CAST,Billy Zane
Titanic,HAS_CAST,Kathy Bates
Titanic,HAS_DIRECTOR,James Cameron
Titanic,HAS_WRITER,James Cameron
The Princess Blade,HAS_GENRE,Action
The Princess Blade,HAS_GENRE,Science Fiction
Bunny,HAS_GENRE,Animation
Big Bear,HAS_GENRE,Comedy
Dark City,HAS_GENRE,Mystery
Dark City,HAS_GENRE,Science Fiction
Dark City,HAS_CAST,Kiefer Sutherland
Bates Motel,HAS_GENRE,Horror
Bates Motel,HAS_GENRE,Drama
Enter the Dangerous Mind,HAS_GENRE,Thriller
Enter the Dangerous Mind,HAS_CAST,Scott Bakula
Snow White,HAS_GENRE,Adventure
Snow White,HAS_GENRE,Family
Snow White,HAS_GENRE,Fantasy
Snow White,HAS_GENRE,TV Movie
Earth Girls Are Easy,HAS_GENRE,Comedy
Earth Girls Are Easy,HAS_GENRE,Science Fiction
Earth Girls Are Easy,HAS_CAST,Jeff Goldblum
Earth Girls Are Easy,HAS_CAST,Jim Carrey
Earth Girls Are Easy,HAS_CAST,Damon Wayans
Earth Girls Are Easy,HAS_WRITER,Julie Brown
The Little Shop of Horrors,HAS_GENRE,Horror
The Little Shop of Horrors,HAS_GENRE,Comedy
The Little Shop of Horrors,HAS_GENRE,Fantasy
Planes: Fire & Rescue,HAS_GENRE,Animation
Planes: Fire & Rescue,HAS_GENRE,Comedy
Planes: Fire & Rescue,HAS_GENRE,Adventure
Planes: Fire & Rescue,HAS_GENRE,Family
Planes: Fire & Rescue,HAS_CAST,Ed Harris
Planes: Fire & Rescue,HAS_CAST,Dane Cook
The Beast and the Beauty,HAS_GENRE,Romance
The Beast and the Beauty,HAS_GENRE,Family
The Beast and the Beauty,HAS_GENRE,Animation
The Beast and the Beauty,HAS_GENRE,Fantasy
Pocahontas,HAS_GENRE,Adventure
Pocahontas,HAS_GENRE,Animation
Pocahontas,HAS_GENRE,Family
Pocahontas,HAS_GENRE,Romance
Pocahontas,HAS_CAST,Mel Gibson
Pocahontas,HAS_CAST,Christian Bale
The Jungle Book 2,HAS_GENRE,Family
The Jungle Book 2,HAS_GENRE,Animation
The Jungle Book 2,HAS_GENRE,Adventure
The Jungle Book 2,HAS_CAST,John Goodman
The Jungle Book 2,HAS_CAST,Haley Joel Osment
The Jungle Book 2,HAS_CAST,Mae Whitman
Oklahoma!,HAS_GENRE,Western
Oklahoma!,HAS_GENRE,Music
Oklahoma!,HAS_GENRE,Romance
Red State,HAS_GENRE,Horror
Red State,HAS_GENRE,Action
Red State,HAS_GENRE,Thriller
Red State,HAS_CAST,John Goodman
Red State,HAS_DIRECTOR,Kevin Smith
Jersey Girl,HAS_GENRE,Comedy
Jersey Girl,HAS_GENRE,Romance
Jersey Girl,HAS_GENRE,Drama
Jersey Girl,HAS_CAST,Ben Affleck
Jersey Girl,HAS_CAST,Liv Tyler
Jersey Girl,HAS_CAST,George Carlin
Jersey Girl,HAS_DIRECTOR,Kevin Smith
Prisoners,HAS_GENRE,Drama
Prisoners,HAS_GENRE,Thriller
Prisoners,HAS_GENRE,Crime
Prisoners,HAS_CAST,Hugh Jackman
Prisoners,HAS_CAST,Jake Gyllenhaal
The Apartment,HAS_GENRE,Comedy
The Apartment,HAS_GENRE,Drama
The Apartment,HAS_GENRE,Romance
The Apartment,HAS_CAST,Jack Lemmon
The Apartment,HAS_DIRECTOR,Billy Wilder
Wordplay,HAS_GENRE,Documentary
The Delta Force,HAS_GENRE,Action
The Delta Force,HAS_GENRE,Thriller
The Delta Force,HAS_GENRE,Adventure
Nine Months,HAS_GENRE,Romance
Nine Months,HAS_GENRE,Comedy
Nine Months,HAS_CAST,Hugh Grant
Nine Months,HAS_CAST,Julianne Moore
Nine Months,HAS_CAST,Tom Arnold
Nine Months,HAS_CAST,Jeff Goldblum
Nine Months,HAS_DIRECTOR,Chris Columbus
This Is England,HAS_GENRE,Drama
This Is England,HAS_GENRE,Crime
Billy Elliot,HAS_GENRE,Drama
Billy Elliot,HAS_GENRE,Comedy
Billy Elliot,HAS_GENRE,Music
Billy Elliot,HAS_CAST,Gary Lewis
Papa,HAS_GENRE,Drama
Gone Fishing,HAS_GENRE,Animation
Gone Fishing,HAS_GENRE,Comedy
Gone Fishing,HAS_CAST,Dwayne Johnson
Wild America,HAS_GENRE,Adventure
Wild America,HAS_GENRE,Comedy
Wild America,HAS_GENRE,Family
Inside Job,HAS_GENRE,Documentary
Inside Job,HAS_CAST,Matt Damon
Inside Job,HAS_CAST,Barack Obama
Icarus,HAS_GENRE,Documentary
A Perfect Getaway,HAS_GENRE,Thriller
A Perfect Getaway,HAS_GENRE,Mystery
A Perfect Getaway,HAS_GENRE,Adventure
A Perfect Getaway,HAS_CAST,Steve Zahn
A Perfect Getaway,HAS_CAST,Milla Jovovich
A Perfect Getaway,HAS_CAST,Chris Hemsworth
Garfield: A Tail of Two Kitties,HAS_GENRE,Animation
Garfield: A Tail of Two Kitties,HAS_GENRE,Comedy
Garfield: A Tail of Two Kitties,HAS_GENRE,Family
Garfield: A Tail of Two Kitties,HAS_GENRE,Adventure
Garfield: A Tail of Two Kitties,HAS_CAST,Jennifer Love Hewitt
Garfield: A Tail of Two Kitties,HAS_CAST,Bill Murray
Garfield: A Tail of Two Kitties,HAS_CAST,Tim Curry
The Zombinator,HAS_GENRE,Science Fiction
The Zombinator,HAS_GENRE,Horror
Zombiez,HAS_GENRE,Horror
Air Bud,HAS_GENRE,Comedy
Air Bud,HAS_GENRE,Family
The Female Brain,HAS_GENRE,Comedy
G.I. Blues,HAS_GENRE,Comedy
G.I. Blues,HAS_GENRE,Music
Go West,HAS_GENRE,Comedy
Go West,HAS_GENRE,Western
Half Magic,HAS_GENRE,Romance
Half Magic,HAS_GENRE,Comedy
Wonder Woman,HAS_GENRE,Action
Wonder Woman,HAS_GENRE,Adventure
Wonder Woman,HAS_GENRE,Fantasy
Wonder Woman,HAS_CAST,Gal Gadot
Wonder Woman,HAS_CAST,Chris Pine
Wonder Woman,HAS_CAST,Robin Wright
Wonder Woman,HAS_CAST,Danny Huston
Spider-Man Strikes Back,HAS_GENRE,Action
Spider-Man Strikes Back,HAS_GENRE,Adventure
Spider-Man Strikes Back,HAS_GENRE,Family
Spider-Man Strikes Back,HAS_GENRE,Fantasy
Spider-Man Strikes Back,HAS_GENRE,TV Movie
The Patriots,HAS_GENRE,TV Movie
The Patriots,HAS_GENRE,Drama
The Patriots,HAS_GENRE,History
Kazaam,HAS_GENRE,Fantasy
Kazaam,HAS_GENRE,Comedy
Kazaam,HAS_GENRE,Family
Vikingdom,HAS_GENRE,Adventure
Love Shack,HAS_GENRE,Comedy
Submergence,HAS_GENRE,Drama
Submergence,HAS_GENRE,Thriller
Submergence,HAS_GENRE,Romance
Submergence,HAS_CAST,James McAvoy
First Kill,HAS_GENRE,Action
First Kill,HAS_GENRE,Thriller
First Kill,HAS_GENRE,Crime
First Kill,HAS_CAST,Bruce Willis
Me Myself I,HAS_GENRE,Comedy
Me Myself I,HAS_CAST,Jim Carrey
Cars 3,HAS_GENRE,Animation
Cars 3,HAS_GENRE,Adventure
Cars 3,HAS_GENRE,Comedy
Cars 3,HAS_GENRE,Family
Cars 3,HAS_CAST,Owen Wilson
Cars 3,HAS_CAST,Armie Hammer
Pacific Rim Uprising,HAS_GENRE,Action
Pacific Rim Uprising,HAS_GENRE,Fantasy
Pacific Rim Uprising,HAS_GENRE,Science Fiction
Pacific Rim Uprising,HAS_GENRE,Adventure
Pacific Rim Uprising,HAS_CAST,John Boyega
Gnomeo & Juliet: Sherlock Gnomes,HAS_GENRE,Animation
Gnomeo & Juliet: Sherlock Gnomes,HAS_GENRE,Family
Gnomeo & Juliet: Sherlock Gnomes,HAS_GENRE,Fantasy
Gnomeo & Juliet: Sherlock Gnomes,HAS_GENRE,Comedy
Gnomeo & Juliet: Sherlock Gnomes,HAS_GENRE,Adventure
Gnomeo & Juliet: Sherlock Gnomes,HAS_GENRE,Mystery
Gnomeo & Juliet: Sherlock Gnomes,HAS_CAST,Johnny Depp
Gnomeo & Juliet: Sherlock Gnomes,HAS_CAST,Emily Blunt
Gnomeo & Juliet: Sherlock Gnomes,HAS_CAST,James McAvoy
Gnomeo & Juliet: Sherlock Gnomes,HAS_CAST,Chiwetel Ejiofor
Gnomeo & Juliet,HAS_GENRE,Animation
Gnomeo & Juliet,HAS_GENRE,Family
Gnomeo & Juliet,HAS_CAST,James McAvoy
Gnomeo & Juliet,HAS_CAST,Emily Blunt
Gnomeo & Juliet,HAS_CAST,Michael Caine
The Boy Next Door,HAS_GENRE,Thriller
The Boy Next Door,HAS_CAST,Jennifer Lopez
Race to Witch Mountain,HAS_GENRE,Adventure
Race to Witch Mountain,HAS_GENRE,Family
Race to Witch Mountain,HAS_GENRE,Fantasy
Race to Witch Mountain,HAS_GENRE,Science Fiction
Race to Witch Mountain,HAS_GENRE,Thriller
Race to Witch Mountain,HAS_GENRE,Action
Race to Witch Mountain,HAS_CAST,Dwayne Johnson
"We, the Women",HAS_GENRE,Comedy
"We, the Women",HAS_GENRE,Drama
"We, the Women",HAS_CAST,Ingrid Bergman
The Flying Nun,HAS_GENRE,Documentary
The Flying Nun,HAS_GENRE,Music
Good Neighbors,HAS_GENRE,Horror
Good Neighbors,HAS_GENRE,Fantasy
Good Neighbors,HAS_GENRE,Mystery
Home,HAS_GENRE,Fantasy
Home,HAS_GENRE,Comedy
Home,HAS_GENRE,Animation
Home,HAS_GENRE,Science Fiction
Home,HAS_GENRE,Family
Home,HAS_CAST,Jim Parsons
Home,HAS_CAST,Steve Martin
Home,HAS_CAST,Jennifer Lopez
Ant-Man and the Wasp,HAS_GENRE,Action
Ant-Man and the Wasp,HAS_GENRE,Adventure
Ant-Man and the Wasp,HAS_GENRE,Science Fiction
Ant-Man and the Wasp,HAS_CAST,Paul Rudd
Richard Pryor: Live in Concert,HAS_GENRE,Comedy
Richard Pryor: Live in Concert,HAS_CAST,Richard Pryor
Richard Pryor: Live in Concert,HAS_WRITER,Richard Pryor
The Mack,HAS_GENRE,Drama
The Mack,HAS_CAST,Richard Pryor
Spetters,HAS_GENRE,Drama
Spetters,HAS_GENRE,Romance
Good Kids,HAS_GENRE,Comedy
Good Kids,HAS_CAST,Zoey Deutch
Starke Zeiten,HAS_GENRE,Comedy
Finding Kind,HAS_GENRE,Misc
Ring of Fire,HAS_GENRE,Action
Ring of Fire,HAS_GENRE,Drama
Players,HAS_GENRE,Action
Players,HAS_GENRE,Adventure
Players,HAS_GENRE,Crime
Players,HAS_GENRE,Thriller
Paradise,HAS_GENRE,Science Fiction
Paradise,HAS_GENRE,Thriller
Paradise,HAS_GENRE,Action
Chances: The Women of Magdalene,HAS_GENRE,Misc
Because I Said So,HAS_GENRE,Romance
Because I Said So,HAS_GENRE,Comedy
Because I Said So,HAS_CAST,Diane Keaton
Because I Said So,HAS_CAST,Mandy Moore
Because I Said So,HAS_CAST,Gabriel Macht
Because I Said So,HAS_CAST,Lauren Graham
Monster-in-Law,HAS_GENRE,Romance
Monster-in-Law,HAS_GENRE,Comedy
Monster-in-Law,HAS_CAST,Jennifer Lopez
Monster-in-Law,HAS_CAST,Jane Fonda
Monster-in-Law,HAS_CAST,Wanda Sykes
Monster-in-Law,HAS_CAST,Adam Scott
Seven Samurai,HAS_GENRE,Action
Seven Samurai,HAS_GENRE,Drama
Paranormal Activity: The Marked Ones,HAS_GENRE,Horror
Paranormal Activity: The Marked Ones,HAS_GENRE,Thriller
City of God,HAS_GENRE,Drama
City of God,HAS_GENRE,Crime
The Mysterious Monsters,HAS_GENRE,Documentary
The Mysterious Monsters,HAS_GENRE,Horror
The Mysterious Monsters,HAS_GENRE,Fantasy
ZomBees,HAS_GENRE,Misc
Whatever Happened to Baby Jane?,HAS_GENRE,Misc
The Battle of the Sexes,HAS_GENRE,Comedy
The Battle of the Sexes,HAS_GENRE,Drama
The Battle of the Sexes,HAS_GENRE,History
The Battle of the Sexes,HAS_CAST,Emma Stone
The Battle of the Sexes,HAS_CAST,Steve Carell
"I, Zombie",HAS_GENRE,Music
"I, Zombie",HAS_GENRE,Fantasy
"I, Zombie",HAS_GENRE,Comedy
"I, Zombie",HAS_GENRE,Romance
"I, Zombie",HAS_GENRE,Horror
"I, Zombie",HAS_GENRE,TV Movie
Revenge of the Bridesmaids,HAS_GENRE,Comedy
Revenge of the Bridesmaids,HAS_GENRE,Romance
Revenge of the Bridesmaids,HAS_GENRE,TV Movie
Snuff 102,HAS_GENRE,Thriller
Snuff 102,HAS_GENRE,Horror
Shade,HAS_GENRE,Action
Shade,HAS_GENRE,Thriller
Shade,HAS_GENRE,Crime
Shade,HAS_CAST,Gabriel Byrne
Shade,HAS_CAST,Sylvester Stallone
Shade,HAS_CAST,Jamie Foxx
Release,HAS_GENRE,Drama
Ida,HAS_GENRE,Drama
Invasion of the Scream Queens,HAS_GENRE,Documentary
Young Adult,HAS_GENRE,Comedy
Young Adult,HAS_GENRE,Drama
Young Adult,HAS_CAST,Charlize Theron
Young Adult,HAS_CAST,Patrick Wilson
Take This Waltz,HAS_GENRE,Drama
Take This Waltz,HAS_GENRE,Comedy
Take This Waltz,HAS_CAST,Michelle Williams
Take This Waltz,HAS_CAST,Seth Rogen
Marilyn,HAS_GENRE,Drama
Meek's Cutoff,HAS_GENRE,Western
Meek's Cutoff,HAS_CAST,Michelle Williams
Meek's Cutoff,HAS_CAST,Zoe Kazan
Startup.com,HAS_GENRE,Documentary
D-17,HAS_GENRE,Documentary
Killa,HAS_GENRE,Documentary
Big Blue Lake,HAS_GENRE,Drama
Bugs Bunny in Space,HAS_GENRE,Animation
Bugs Bunny in Space,HAS_GENRE,Family
Mary Magdalene,HAS_GENRE,Drama
Mary Magdalene,HAS_GENRE,Fantasy
Mary Magdalene,HAS_CAST,Rooney Mara
Mary Magdalene,HAS_CAST,Joaquin Phoenix
Mary Magdalene,HAS_CAST,Chiwetel Ejiofor
Sleeper,HAS_GENRE,Comedy
Sleeper,HAS_GENRE,Science Fiction
Sleeper,HAS_CAST,Woody Allen
Sleeper,HAS_CAST,Diane Keaton
Sleeper,HAS_DIRECTOR,Woody Allen
Marvel One-Shots,HAS_GENRE,Misc
From Hell,HAS_GENRE,Horror
From Hell,HAS_GENRE,Mystery
From Hell,HAS_GENRE,Thriller
From Hell,HAS_CAST,Johnny Depp
The Forest,HAS_GENRE,Animation
The Forest,HAS_GENRE,Adventure
The Forest,HAS_GENRE,Family
The Forest,HAS_GENRE,Fantasy
The Diary,HAS_GENRE,TV Movie
The Diary,HAS_GENRE,Romance
The Diary,HAS_GENRE,Drama
Ninja Kids!!!,HAS_GENRE,Comedy
Ninja Kids!!!,HAS_GENRE,Action
Ninja Kids!!!,HAS_GENRE,Adventure
Boruto: Naruto the Movie,HAS_GENRE,Animation
Boruto: Naruto the Movie,HAS_GENRE,Action
Boruto: Naruto the Movie,HAS_GENRE,Comedy
One Piece Film: Gold,HAS_GENRE,Action
One Piece Film: Gold,HAS_GENRE,Animation
One Piece Film: Gold,HAS_GENRE,Adventure
One Piece Film: Gold,HAS_GENRE,Comedy
Night Monster,HAS_GENRE,Horror
Night Monster,HAS_GENRE,Mystery
Night Monster,HAS_GENRE,Thriller
From Paris with Love,HAS_GENRE,Action
From Paris with Love,HAS_GENRE,Crime
From Paris with Love,HAS_GENRE,Thriller
From Paris with Love,HAS_CAST,John Travolta
Cool and the Crazy,HAS_GENRE,Drama
Cool and the Crazy,HAS_GENRE,Romance
Cool and the Crazy,HAS_GENRE,Action
Cool and the Crazy,HAS_GENRE,Thriller
Cool and the Crazy,HAS_GENRE,TV Movie
Cool and the Crazy,HAS_CAST,Jared Leto
Cool and the Crazy,HAS_DIRECTOR,Ralph Bakshi
Cool and the Crazy,HAS_WRITER,Ralph Bakshi
La Linea,HAS_GENRE,Action
La Linea,HAS_GENRE,Crime
La Linea,HAS_GENRE,Drama
La Linea,HAS_GENRE,Thriller
La Linea,HAS_CAST,Ray Liotta
Licence to Kill,HAS_GENRE,Adventure
Licence to Kill,HAS_GENRE,Action
Licence to Kill,HAS_GENRE,Thriller
Licence to Kill,HAS_CAST,Timothy Dalton
Snitch,HAS_GENRE,Thriller
Snitch,HAS_GENRE,Drama
Snitch,HAS_GENRE,Action
Snitch,HAS_CAST,Dwayne Johnson
Snitch,HAS_CAST,Susan Sarandon
Transformers: Revenge of the Fallen,HAS_GENRE,Science Fiction
Transformers: Revenge of the Fallen,HAS_GENRE,Action
Transformers: Revenge of the Fallen,HAS_GENRE,Adventure
Transformers: Revenge of the Fallen,HAS_CAST,Megan Fox
Transformers: Revenge of the Fallen,HAS_CAST,Josh Duhamel
Transformers: Revenge of the Fallen,HAS_DIRECTOR,Michael Bay
Transformers: Dark of the Moon,HAS_GENRE,Action
Transformers: Dark of the Moon,HAS_GENRE,Science Fiction
Transformers: Dark of the Moon,HAS_GENRE,Adventure
Transformers: Dark of the Moon,HAS_CAST,Josh Duhamel
Transformers: Dark of the Moon,HAS_DIRECTOR,Michael Bay
Happy Valley,HAS_GENRE,Documentary
Parenthood,HAS_GENRE,Comedy
Parenthood,HAS_GENRE,Drama
Parenthood,HAS_CAST,Steve Martin
Parenthood,HAS_CAST,Rick Moranis
Parenthood,HAS_DIRECTOR,Ron Howard
The Killing,HAS_GENRE,Crime
The Killing,HAS_GENRE,Thriller
The Killing,HAS_DIRECTOR,Stanley Kubrick
Hinterland,HAS_GENRE,Thriller
Hinterland,HAS_GENRE,Drama
The Red and the Black,HAS_GENRE,Drama
The Red and the Black,HAS_GENRE,TV Movie
Journey to Italy,HAS_GENRE,Drama
Journey to Italy,HAS_GENRE,Romance
Journey to Italy,HAS_CAST,Ingrid Bergman
Goodbye Again,HAS_GENRE,Drama
Goodbye Again,HAS_GENRE,Romance
Goodbye Again,HAS_CAST,Ingrid Bergman
Certified Copy,HAS_GENRE,Drama
Certified Copy,HAS_GENRE,Romance
Europe '51,HAS_GENRE,Drama
Europe '51,HAS_CAST,Ingrid Bergman
Heat,HAS_GENRE,Action
Heat,HAS_GENRE,Crime
Heat,HAS_GENRE,Drama
Heat,HAS_CAST,Al Pacino
Heat,HAS_CAST,Robert De Niro
Heat,HAS_CAST,Val Kilmer
Heat,HAS_DIRECTOR,Michael Mann
Maverick,HAS_GENRE,Action
Maverick,HAS_GENRE,Adventure
Maverick,HAS_GENRE,Comedy
Maverick,HAS_GENRE,Drama
Maverick,HAS_GENRE,Western
Maverick,HAS_CAST,Mel Gibson
Maverick,HAS_CAST,Jodie Foster
Bird on a Wire,HAS_GENRE,Action
Bird on a Wire,HAS_GENRE,Adventure
Bird on a Wire,HAS_GENRE,Comedy
Bird on a Wire,HAS_GENRE,Romance
Bird on a Wire,HAS_CAST,Mel Gibson
Bird on a Wire,HAS_CAST,Goldie Hawn
Bird on a Wire,HAS_CAST,David Carradine
The Last Witch Hunter,HAS_GENRE,Fantasy
The Last Witch Hunter,HAS_GENRE,Action
The Last Witch Hunter,HAS_GENRE,Adventure
The Last Witch Hunter,HAS_CAST,Vin Diesel
One Piece Film: Strong World,HAS_GENRE,Animation
One Piece Film: Strong World,HAS_GENRE,Fantasy
One Piece Film: Strong World,HAS_GENRE,Adventure
One Piece Film: Z,HAS_GENRE,Animation
One Piece Film: Z,HAS_GENRE,Fantasy
One Piece Film: Z,HAS_GENRE,Action
One Piece Film: Z,HAS_GENRE,Adventure
ExTerminators,HAS_GENRE,Comedy
ExTerminators,HAS_GENRE,Drama
ExTerminators,HAS_CAST,Joey Lauren Adams
Dragon Ball Z: Fusion Reborn,HAS_GENRE,Animation
Dragon Ball Z: Fusion Reborn,HAS_GENRE,Action
Dragon Ball Z: Fusion Reborn,HAS_GENRE,Fantasy
Dragon Ball Z: Fusion Reborn,HAS_GENRE,Science Fiction
Parents,HAS_GENRE,Comedy
Parents,HAS_GENRE,Horror
One Piece: The Movie,HAS_GENRE,Action
One Piece: The Movie,HAS_GENRE,Animation
One Piece: The Movie,HAS_GENRE,Adventure
One Piece: The Movie,HAS_GENRE,Comedy
One Piece: The Movie,HAS_GENRE,Fantasy
Dragonball Evolution,HAS_GENRE,Action
Dragonball Evolution,HAS_GENRE,Adventure
Dragonball Evolution,HAS_GENRE,Fantasy
Dragonball Evolution,HAS_GENRE,Science Fiction
Dragonball Evolution,HAS_GENRE,Thriller
CinderElmo,HAS_GENRE,Family
Thomas and the Magic Railroad,HAS_GENRE,Animation
Thomas and the Magic Railroad,HAS_GENRE,Drama
Thomas and the Magic Railroad,HAS_GENRE,Family
Thomas and the Magic Railroad,HAS_CAST,Alec Baldwin
The Player,HAS_GENRE,Mystery
The Player,HAS_GENRE,Drama
The Player,HAS_GENRE,Comedy
The Player,HAS_GENRE,Crime
The Player,HAS_CAST,Tim Robbins
The Player,HAS_CAST,Whoopi Goldberg
The Banger Sisters,HAS_GENRE,Comedy
The Banger Sisters,HAS_GENRE,Drama
The Banger Sisters,HAS_CAST,Goldie Hawn
The Banger Sisters,HAS_CAST,Susan Sarandon
The Banger Sisters,HAS_CAST,Erika Christensen
The Lion King II: Simba's Pride,HAS_GENRE,Family
The Lion King II: Simba's Pride,HAS_GENRE,Adventure
The Lion King II: Simba's Pride,HAS_GENRE,Animation
The Lion King II: Simba's Pride,HAS_GENRE,Action
The Lion King II: Simba's Pride,HAS_CAST,Matthew Broderick
The Lion King II: Simba's Pride,HAS_CAST,Nathan Lane
"Hail, Caesar!",HAS_GENRE,Comedy
"Hail, Caesar!",HAS_GENRE,Crime
"Hail, Caesar!",HAS_GENRE,Mystery
"Hail, Caesar!",HAS_CAST,Josh Brolin
"Hail, Caesar!",HAS_CAST,George Clooney
"Hail, Caesar!",HAS_CAST,Ralph Fiennes
"Hail, Caesar!",HAS_CAST,Scarlett Johansson
"Love, Simon",HAS_GENRE,Comedy
"Love, Simon",HAS_GENRE,Drama
"Love, Simon",HAS_GENRE,Romance
"Love, Simon",HAS_CAST,Jennifer Garner
"Love, Simon",HAS_CAST,Josh Duhamel
Hee Man: Master of None,HAS_GENRE,Action
Hee Man: Master of None,HAS_GENRE,Comedy
Hee Man: Master of None,HAS_GENRE,Fantasy
Batman: Under the Red Hood,HAS_GENRE,Science Fiction
Batman: Under the Red Hood,HAS_GENRE,Crime
Batman: Under the Red Hood,HAS_GENRE,Action
Batman: Under the Red Hood,HAS_GENRE,Animation
Batman: Under the Red Hood,HAS_GENRE,Mystery
Batman: Under the Red Hood,HAS_CAST,Neil Patrick Harris
Justice League: Doom,HAS_GENRE,Action
